inst_id	rna_plate	rna_well	pert_id	pert_iname	pert_type	pert_dose	pert_dose_unit	pert_time	pert_time_unit	cell_id	distil_id	pert_desc
CPC020_MCF7_24H_X4_F2B4_DUO52HI53LO:F06	CPC020_MCF7_24H_X4	F06	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X4_F2B4_DUO52HI53LO:F06	DMSO
CPC020_MCF7_24H_X4_F2B4_DUO52HI53LO:I15	CPC020_MCF7_24H_X4	I15	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X4_F2B4_DUO52HI53LO:I15	DMSO
CPC020_MCF7_24H_X4_F2B4_DUO52HI53LO:I16	CPC020_MCF7_24H_X4	I16	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X4_F2B4_DUO52HI53LO:I16	DMSO
CPC020_MCF7_24H_X4_F2B4_DUO52HI53LO:J15	CPC020_MCF7_24H_X4	J15	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X4_F2B4_DUO52HI53LO:J15	DMSO
CPC020_MCF7_24H_X4_F2B4_DUO52HI53LO:J16	CPC020_MCF7_24H_X4	J16	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X4_F2B4_DUO52HI53LO:J16	DMSO
CPC020_MCF7_24H_X4_F2B4_DUO52HI53LO:N10	CPC020_MCF7_24H_X4	N10	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X4_F2B4_DUO52HI53LO:N10	DMSO
CPC020_MCF7_24H_X5_B5_DUO52HI53LO:A17	CPC020_MCF7_24H_X5	A17	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X5_B5_DUO52HI53LO:A17	DMSO
CPC020_MCF7_24H_X5_B5_DUO52HI53LO:A18	CPC020_MCF7_24H_X5	A18	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X5_B5_DUO52HI53LO:A18	DMSO
CPC020_MCF7_24H_X5_B5_DUO52HI53LO:B18	CPC020_MCF7_24H_X5	B18	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X5_B5_DUO52HI53LO:B18	DMSO
CPC020_MCF7_24H_X5_B5_DUO52HI53LO:E06	CPC020_MCF7_24H_X5	E06	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X5_B5_DUO52HI53LO:E06	DMSO
CPC020_MCF7_24H_X5_B5_DUO52HI53LO:F05	CPC020_MCF7_24H_X5	F05	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X5_B5_DUO52HI53LO:F05	DMSO
CPC020_MCF7_24H_X5_B5_DUO52HI53LO:I15	CPC020_MCF7_24H_X5	I15	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X5_B5_DUO52HI53LO:I15	DMSO
CPC020_MCF7_24H_X5_B5_DUO52HI53LO:I16	CPC020_MCF7_24H_X5	I16	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X5_B5_DUO52HI53LO:I16	DMSO
CPC020_MCF7_24H_X5_B5_DUO52HI53LO:J15	CPC020_MCF7_24H_X5	J15	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X5_B5_DUO52HI53LO:J15	DMSO
CPC020_MCF7_24H_X5_B5_DUO52HI53LO:J16	CPC020_MCF7_24H_X5	J16	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X5_B5_DUO52HI53LO:J16	DMSO
CPC020_MCF7_24H_X5_B5_DUO52HI53LO:M09	CPC020_MCF7_24H_X5	M09	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X5_B5_DUO52HI53LO:M09	DMSO
CPC020_MCF7_24H_X5_B5_DUO52HI53LO:M10	CPC020_MCF7_24H_X5	M10	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X5_B5_DUO52HI53LO:M10	DMSO
CPC020_MCF7_24H_X5_B5_DUO52HI53LO:N09	CPC020_MCF7_24H_X5	N09	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X5_B5_DUO52HI53LO:N09	DMSO
CPC020_MCF7_24H_X5_B5_DUO52HI53LO:N10	CPC020_MCF7_24H_X5	N10	DMSO	DMSO	ctl_vehicle	-666	-666	24	h	MCF7	CPC020_MCF7_24H_X5_B5_DUO52HI53LO:N10	DMSO
KDA001_MCF7_144H_X2_B1_DUO44HI45LO:A18	KDA001_MCF7_144H_X2	A18	TRCN0000072181	GFP	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X2_B1_DUO44HI45LO:A18	GFP
KDA001_MCF7_144H_X3_B1_DUO45HI44LO:A18	KDA001_MCF7_144H_X3	A18	TRCN0000072181	GFP	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X3_B1_DUO45HI44LO:A18	GFP
KDA001_MCF7_144H_X2_B1_DUO44HI45LO:I22	KDA001_MCF7_144H_X2	I22	TRCN0000072188	GFP	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X2_B1_DUO44HI45LO:I22	GFP
KDA001_MCF7_144H_X3_B1_DUO45HI44LO:I22	KDA001_MCF7_144H_X3	I22	TRCN0000072188	GFP	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X3_B1_DUO45HI44LO:I22	GFP
KDA001_MCF7_144H_X2_B1_DUO44HI45LO:C20	KDA001_MCF7_144H_X2	C20	TRCN0000072199	GFP	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X2_B1_DUO44HI45LO:C20	GFP
KDA001_MCF7_144H_X3_B1_DUO45HI44LO:C20	KDA001_MCF7_144H_X3	C20	TRCN0000072199	GFP	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X3_B1_DUO45HI44LO:C20	GFP
KDA001_MCF7_144H_X2_B1_DUO44HI45LO:O17	KDA001_MCF7_144H_X2	O17	TRCN0000145620	pgw	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X2_B1_DUO44HI45LO:O17	pgw
KDA001_MCF7_144H_X2_B1_DUO44HI45LO:O18	KDA001_MCF7_144H_X2	O18	TRCN0000145620	pgw	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X2_B1_DUO44HI45LO:O18	pgw
KDA001_MCF7_144H_X2_B1_DUO44HI45LO:O19	KDA001_MCF7_144H_X2	O19	TRCN0000145620	pgw	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X2_B1_DUO44HI45LO:O19	pgw
KDA001_MCF7_144H_X2_B1_DUO44HI45LO:O20	KDA001_MCF7_144H_X2	O20	TRCN0000145620	pgw	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X2_B1_DUO44HI45LO:O20	pgw
KDA001_MCF7_144H_X2_B1_DUO44HI45LO:P17	KDA001_MCF7_144H_X2	P17	TRCN0000145620	pgw	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X2_B1_DUO44HI45LO:P17	pgw
KDA001_MCF7_144H_X2_B1_DUO44HI45LO:P18	KDA001_MCF7_144H_X2	P18	TRCN0000145620	pgw	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X2_B1_DUO44HI45LO:P18	pgw
KDA001_MCF7_144H_X2_B1_DUO44HI45LO:P19	KDA001_MCF7_144H_X2	P19	TRCN0000145620	pgw	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X2_B1_DUO44HI45LO:P19	pgw
KDA001_MCF7_144H_X2_B1_DUO44HI45LO:P20	KDA001_MCF7_144H_X2	P20	TRCN0000145620	pgw	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X2_B1_DUO44HI45LO:P20	pgw
KDA001_MCF7_144H_X3_B1_DUO45HI44LO:O17	KDA001_MCF7_144H_X3	O17	TRCN0000145620	pgw	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X3_B1_DUO45HI44LO:O17	pgw
KDA001_MCF7_144H_X3_B1_DUO45HI44LO:O18	KDA001_MCF7_144H_X3	O18	TRCN0000145620	pgw	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X3_B1_DUO45HI44LO:O18	pgw
KDA001_MCF7_144H_X3_B1_DUO45HI44LO:O19	KDA001_MCF7_144H_X3	O19	TRCN0000145620	pgw	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X3_B1_DUO45HI44LO:O19	pgw
KDA001_MCF7_144H_X3_B1_DUO45HI44LO:O20	KDA001_MCF7_144H_X3	O20	TRCN0000145620	pgw	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X3_B1_DUO45HI44LO:O20	pgw
KDA001_MCF7_144H_X3_B1_DUO45HI44LO:P17	KDA001_MCF7_144H_X3	P17	TRCN0000145620	pgw	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X3_B1_DUO45HI44LO:P17	pgw
KDA001_MCF7_144H_X3_B1_DUO45HI44LO:P18	KDA001_MCF7_144H_X3	P18	TRCN0000145620	pgw	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X3_B1_DUO45HI44LO:P18	pgw
KDA001_MCF7_144H_X3_B1_DUO45HI44LO:P19	KDA001_MCF7_144H_X3	P19	TRCN0000145620	pgw	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X3_B1_DUO45HI44LO:P19	pgw
KDA001_MCF7_144H_X3_B1_DUO45HI44LO:P20	KDA001_MCF7_144H_X3	P20	TRCN0000145620	pgw	ctl_vector	-666	-666	144	h	MCF7	KDA001_MCF7_144H_X3_B1_DUO45HI44LO:P20	pgw
KDA001_MCF7_96H_X1_B1_DUO45HI44LO:A18	KDA001_MCF7_96H_X1	A18	TRCN0000072181	GFP	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X1_B1_DUO45HI44LO:A18	GFP
KDA001_MCF7_96H_X2_B1_DUO44HI45LO:A18	KDA001_MCF7_96H_X2	A18	TRCN0000072181	GFP	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X2_B1_DUO44HI45LO:A18	GFP
KDA001_MCF7_96H_X3_B1_DUO45HI44LO:A18	KDA001_MCF7_96H_X3	A18	TRCN0000072181	GFP	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X3_B1_DUO45HI44LO:A18	GFP
KDA001_MCF7_96H_X1_B1_DUO45HI44LO:I22	KDA001_MCF7_96H_X1	I22	TRCN0000072188	GFP	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X1_B1_DUO45HI44LO:I22	GFP
KDA001_MCF7_96H_X2_B1_DUO44HI45LO:I22	KDA001_MCF7_96H_X2	I22	TRCN0000072188	GFP	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X2_B1_DUO44HI45LO:I22	GFP
KDA001_MCF7_96H_X3_B1_DUO45HI44LO:I22	KDA001_MCF7_96H_X3	I22	TRCN0000072188	GFP	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X3_B1_DUO45HI44LO:I22	GFP
KDA001_MCF7_96H_X1_B1_DUO45HI44LO:C20	KDA001_MCF7_96H_X1	C20	TRCN0000072199	GFP	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X1_B1_DUO45HI44LO:C20	GFP
KDA001_MCF7_96H_X2_B1_DUO44HI45LO:C20	KDA001_MCF7_96H_X2	C20	TRCN0000072199	GFP	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X2_B1_DUO44HI45LO:C20	GFP
KDA001_MCF7_96H_X3_B1_DUO45HI44LO:C20	KDA001_MCF7_96H_X3	C20	TRCN0000072199	GFP	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X3_B1_DUO45HI44LO:C20	GFP
KDA001_MCF7_96H_X1_B1_DUO45HI44LO:O17	KDA001_MCF7_96H_X1	O17	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X1_B1_DUO45HI44LO:O17	pgw
KDA001_MCF7_96H_X1_B1_DUO45HI44LO:O18	KDA001_MCF7_96H_X1	O18	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X1_B1_DUO45HI44LO:O18	pgw
KDA001_MCF7_96H_X1_B1_DUO45HI44LO:O19	KDA001_MCF7_96H_X1	O19	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X1_B1_DUO45HI44LO:O19	pgw
KDA001_MCF7_96H_X1_B1_DUO45HI44LO:O20	KDA001_MCF7_96H_X1	O20	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X1_B1_DUO45HI44LO:O20	pgw
